key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.79,1,,,,,,,,,,,,,,z,1,0.79,,,,,,,,0.05125,-0.385698785,0,0,0,,0,32,32,141,1,PLEET,C,old,z,./images/PLEET.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6921,1,,,,,,,,,,,,,,m,1,0.6921,,,,,,,,0.05125,-0.385698785,0,0,0,,0,33,33,51,1,ONION,C,old,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8335,1,,,,,,,,,,,,,,z,1,0.8335,,,,,,,,0.05125,-0.385698785,0,0,0,,0,34,34,103,1,FLORT,HB,old,z,./images/FLORTHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6872,1,,,,,,,,,,,,,,m,1,0.6872,,,,,,,,0.05125,-0.385698785,0,0,0,,0,35,35,13,1,MOTOR,HB,old,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6413,1,,,,,,,,,,,,,,m,1,0.6413,,,,,,,,0.05125,-0.385698785,0,0,0,,0,36,36,78,1,LITTER,C,old,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7085,1,,,,,,,,,,,,,,z,1,0.7085,,,,,,,,0.05125,-0.385698785,0,0,0,,0,37,37,95,1,HANTY,LB,old,z,./images/HANTYLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8026,1,,,,,,,,,,,,,,z,1,0.8026,,,,,,,,0.05125,-0.385698785,0,0,0,,0,38,38,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6754,1,,,,,,,,,,,,,,m,1,0.6754,,,,,,,,0.05125,-0.385698785,0,0,0,,0,39,39,6,1,SQUARE,C,old,m,./images/SQUARE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7554,0,,,,,,,,,,,,,,z,0,0.7554,,,,,,,,0.05125,-0.385698785,0,0,0,,0,40,40,82,1,SUNSET,HB,old,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5393,1,,,,,,,,,,,,,,m,1,0.5393,,,,,,,,0.047621528,-0.389661458,1,0,0,,0,41,41,53,1,CARPET,LB,old,m,./images/CARPETLB.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.5004,1,,,,,,,,,,,,,,z,1,1.5004,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,42,42,127,1,NINDY,HB,old,z,./images/NINDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8965,1,,,,,,,,,,,,,,z,1,0.8965,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,43,43,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8911,1,,,,,,,,,,,,,,m,1,0.8911,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,44,44,64,1,JELLY,HB,old,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.749,1,,,,,,,,,,,,,,m,1,0.749,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,45,45,46,1,PEARL,HB,old,m,./images/PEARLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5897,1,,,,,,,,,,,,,,m,1,0.5897,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,46,46,66,1,SWEAT,C,old,m,./images/SWEAT.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5853,0,,,,,,,,,,,,,,m,0,0.5853,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,47,47,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7111,1,,,,,,,,,,,,,,z,1,0.7111,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,48,48,90,1,NEAST,C,old,z,./images/NEAST.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6714,1,,,,,,,,,,,,,,z,1,0.6714,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,49,49,86,1,AIFED,LB,old,z,./images/AIFEDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7672,1,,,,,,,,,,,,,,m,1,0.7672,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,50,50,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5595,1,,,,,,,,,,,,,,m,1,0.5595,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,51,51,15,1,GREASE,C,old,m,./images/GREASE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6324,1,,,,,,,,,,,,,,m,1,0.6324,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,52,52,9,1,RHINO,C,old,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6628,1,,,,,,,,,,,,,,z,1,0.6628,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,53,53,133,1,POWDY,HB,old,z,./images/POWDYHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8007,1,,,,,,,,,,,,,,z,1,0.8007,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,54,54,140,1,DOVET,LB,old,z,./images/DOVETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9401,1,,,,,,,,,,,,,,m,1,0.9401,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,55,55,54,1,TRIPOD,C,old,m,./images/TRIPOD.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8748,1,,,,,,,,,,,,,,m,1,0.8748,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,56,56,72,1,NOOSE,C,old,m,./images/NOOSE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7408,1,,,,,,,,,,,,,,m,1,0.7408,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,57,57,0,1,TOMATO,C,old,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0031,1,,,,,,,,,,,,,,z,1,1.0031,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,58,58,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6946,0,,,,,,,,,,,,,,z,0,0.6946,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,59,59,68,1,TORCH,LB,old,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7329,1,,,,,,,,,,,,,,z,1,0.7329,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,60,60,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7193,1,,,,,,,,,,,,,,z,1,0.7193,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,61,61,147,1,ZOLES,C,old,z,./images/ZOLES.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2978,1,,,,,,,,,,,,,,z,1,1.2978,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,62,62,163,1,GAMBA,HB,old,z,./images/GAMBAHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7918,1,,,,,,,,,,,,,,z,1,0.7918,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,63,63,119,1,PAFER,LB,old,z,./images/PAFERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8685,1,,,,,,,,,,,,,,m,1,0.8685,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,64,64,1,1,PLANK,HB,old,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6768,1,,,,,,,,,,,,,,z,1,0.6768,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,65,65,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7571,1,,,,,,,,,,,,,,z,1,0.7571,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,66,66,101,1,GLEET,LB,old,z,./images/GLEETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7926,1,,,,,,,,,,,,,,z,1,0.7926,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,67,67,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2312,0,,,,,,,,,,,,,,z,0,1.2312,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,68,68,31,1,QUILL,HB,old,m,./images/QUILLHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7635,1,,,,,,,,,,,,,,z,1,0.7635,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,69,69,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7153,1,,,,,,,,,,,,,,z,1,0.7153,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,70,70,167,1,ZONET,LB,old,z,./images/ZONETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6793,1,,,,,,,,,,,,,,m,1,0.6793,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,71,71,75,1,GRAIN,C,old,m,./images/GRAIN.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7891,1,,,,,,,,,,,,,,z,1,0.7891,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,72,72,109,1,BURGE,HB,old,z,./images/BURGEHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6679,1,,,,,,,,,,,,,,z,1,0.6679,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,73,73,143,1,MONGS,LB,old,z,./images/MONGSLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6194,1,,,,,,,,,,,,,,z,1,0.6194,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,74,74,123,1,SEDGE,C,old,z,./images/SEDGE.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.917,1,,,,,,,,,,,,,,z,1,0.917,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,75,75,157,1,INLER,HB,old,z,./images/INLERHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8788,1,,,,,,,,,,,,,,m,1,0.8788,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,76,76,11,1,BONNET,LB,old,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2323,1,,,,,,,,,,,,,,z,1,1.2323,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,77,77,145,1,LAMEL,HB,old,z,./images/LAMELHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7496,1,,,,,,,,,,,,,,m,1,0.7496,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,78,78,41,1,STRING,LB,old,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6385,1,,,,,,,,,,,,,,m,1,0.6385,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,79,79,77,1,COUCH,LB,old,m,./images/COUCHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.3618,1,,,,,,,,,,,,,,z,1,1.3618,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,80,80,115,1,MAWNS,HB,old,z,./images/MAWNSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8378,1,,,,,,,,,,,,,,z,1,0.8378,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,81,81,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.886,1,,,,,,,,,,,,,,m,1,0.886,,,,,,,,0.047621528,-0.389661458,0,0,0,,0,82,82,35,1,PEACH,LB,old,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7624,1,,,,,,,,,,,,,,m,1,0.7624,,,,,,,,0.029019097,-0.378958333,1,0,0,,0,83,83,33,1,MAGGOT,C,old,m,./images/MAGGOT.png,break_done_button,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.3294,1,,,,,,,,,,,,,,m,1,1.3294,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,84,84,24,1,SCREW,C,old,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6128,1,,,,,,,,,,,,,,m,1,0.6128,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,85,85,38,1,LADDER,LB,old,m,./images/LADDERLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7057,1,,,,,,,,,,,,,,z,1,0.7057,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,86,86,89,1,DRIEK,LB,old,z,./images/DRIEKLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0573,1,,,,,,,,,,,,,,m,1,1.0573,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,87,87,28,1,FALCON,HB,old,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6008,1,,,,,,,,,,,,,,m,1,0.6008,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,88,88,44,1,LIZARD,LB,old,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5423,1,,,,,,,,,,,,,,m,1,0.5423,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,89,89,17,1,SKIING,LB,old,m,./images/SKIINGLB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9985,1,,,,,,,,,,,,,,m,1,0.9985,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,90,90,40,1,SWING,HB,old,m,./images/SWINGHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5255,1,,,,,,,,,,,,,,m,1,0.5255,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,91,91,18,1,JAGUAR,C,old,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6513,1,,,,,,,,,,,,,,z,1,0.6513,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,92,92,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.7043,1,,,,,,,,,,,,,,z,1,1.7043,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,93,93,91,1,SHENS,HB,old,z,./images/SHENSHB.png,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5935,1,,,,,,,,,,,,,,m,1,0.5935,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,94,94,42,1,FOLDER,C,old,m,./images/FOLDER.png,,,,,,,,,,,,,,,,,,,,,,
